2021-04-20 10:47:34,354 Epoch 0 	 Loss 0.6732080375755226
2021-04-20 10:48:15,702 Epoch 1 	 Loss 0.3267635983097684
2021-04-20 10:48:57,013 Epoch 2 	 Loss 0.23272045922803355
2021-04-20 10:49:38,335 Epoch 3 	 Loss 0.19317431223916484
2021-04-20 10:50:19,606 Epoch 4 	 Loss 0.1655075871846178
2021-04-20 10:51:00,910 Epoch 5 	 Loss 0.1461528507726533
2021-04-20 10:51:42,234 Epoch 6 	 Loss 0.14736860278216038
2021-04-20 10:52:23,573 Epoch 7 	 Loss 0.13365894179422777
2021-04-20 10:53:04,956 Epoch 8 	 Loss 0.11372708283610396
2021-04-20 10:53:46,301 Epoch 9 	 Loss 0.12079204201370805
2021-04-20 10:54:27,671 Epoch 10 	 Loss 0.09738591673609974
2021-04-20 10:55:09,039 Epoch 11 	 Loss 0.08499238852943693
2021-04-20 10:55:50,355 Epoch 12 	 Loss 0.07766632375481365
2021-04-20 10:56:31,677 Epoch 13 	 Loss 0.07357760944536754
2021-04-20 10:57:12,985 Epoch 14 	 Loss 0.06779924256133509
2021-04-20 10:57:54,286 Epoch 15 	 Loss 0.06431370740244677
2021-04-20 10:58:35,574 Epoch 16 	 Loss 0.06391438526602891
2021-04-20 10:59:16,891 Epoch 17 	 Loss 0.060495140829256604
2021-04-20 10:59:58,259 Epoch 18 	 Loss 0.05862794636370062
2021-04-20 11:00:39,594 Epoch 19 	 Loss 0.0572901773420009
2021-04-20 11:01:20,909 Epoch 20 	 Loss 0.0554144069306798
2021-04-20 11:02:02,189 Epoch 21 	 Loss 0.053449946363548655
2021-04-20 11:02:43,505 Epoch 22 	 Loss 0.051745210825414445
2021-04-20 11:03:24,788 Epoch 23 	 Loss 0.050954392773436975
2021-04-20 11:04:06,052 Epoch 24 	 Loss 0.05035146559169004
2021-04-20 11:04:47,356 Epoch 25 	 Loss 0.04959994370302001
2021-04-20 11:05:28,708 Epoch 26 	 Loss 0.04856361481514606
2021-04-20 11:06:10,051 Epoch 27 	 Loss 0.0473907813839205
2021-04-20 11:06:51,349 Epoch 28 	 Loss 0.04663193639326882
2021-04-20 11:07:32,707 Epoch 29 	 Loss 0.04612039864718259
2021-04-20 11:08:14,005 Epoch 30 	 Loss 0.04611428307144196
2021-04-20 11:08:55,364 Epoch 31 	 Loss 0.045634892820329453
2021-04-20 11:09:36,670 Epoch 32 	 Loss 0.04490791441320063
2021-04-20 11:10:17,996 Epoch 33 	 Loss 0.04402801779272792
2021-04-20 11:10:59,328 Epoch 34 	 Loss 0.04339740740565153
2021-04-20 11:11:40,682 Epoch 35 	 Loss 0.04301537315432842
2021-04-20 11:12:21,995 Epoch 36 	 Loss 0.04268667634044375
2021-04-20 11:13:03,343 Epoch 37 	 Loss 0.04250423565179437
2021-04-20 11:13:44,658 Epoch 38 	 Loss 0.042018064512656286
2021-04-20 11:14:25,984 Epoch 39 	 Loss 0.04173326402247607
2021-04-20 11:15:07,260 Epoch 40 	 Loss 0.04157296179251357
2021-04-20 11:15:48,620 Epoch 41 	 Loss 0.04123832473715583
2021-04-20 11:16:29,977 Epoch 42 	 Loss 0.04105574907837333
2021-04-20 11:17:11,282 Epoch 43 	 Loss 0.04117147689992255
2021-04-20 11:17:52,562 Epoch 44 	 Loss 0.04090324089258582
2021-04-20 11:18:33,868 Epoch 45 	 Loss 0.04042911504978662
2021-04-20 11:19:15,160 Epoch 46 	 Loss 0.03991380080089464
2021-04-20 11:19:56,437 Epoch 47 	 Loss 0.03968352263609132
2021-04-20 11:20:37,768 Epoch 48 	 Loss 0.03976425823274549
2021-04-20 11:21:19,082 Epoch 49 	 Loss 0.039378112816548606
2021-04-20 11:22:00,391 Epoch 50 	 Loss 0.039132686638897594
2021-04-20 11:22:41,702 Epoch 51 	 Loss 0.03892783599567937
2021-04-20 11:23:22,994 Epoch 52 	 Loss 0.03880624211096501
2021-04-20 11:24:04,411 Epoch 53 	 Loss 0.03873633830756931
2021-04-20 11:24:45,753 Epoch 54 	 Loss 0.03886160422321204
2021-04-20 11:25:27,051 Epoch 55 	 Loss 0.03869463810390168
2021-04-20 11:26:08,359 Epoch 56 	 Loss 0.03834541547265682
2021-04-20 11:26:49,652 Epoch 57 	 Loss 0.03812122770718166
2021-04-20 11:27:30,965 Epoch 58 	 Loss 0.038049576456075186
2021-04-20 11:28:12,343 Epoch 59 	 Loss 0.03792300185823178
2021-04-20 11:28:53,651 Epoch 60 	 Loss 0.03783158245649967
2021-04-20 11:29:34,931 Epoch 61 	 Loss 0.037681909666939094
2021-04-20 11:30:16,276 Epoch 62 	 Loss 0.03758768827378095
2021-04-20 11:30:57,636 Epoch 63 	 Loss 0.03743665235546919
2021-04-20 11:31:38,936 Epoch 64 	 Loss 0.037398467966160934
2021-04-20 11:32:20,245 Epoch 65 	 Loss 0.03735537732859234
2021-04-20 11:33:01,613 Epoch 66 	 Loss 0.037261992160763056
2021-04-20 11:33:43,030 Epoch 67 	 Loss 0.0372019323346379
2021-04-20 11:34:24,367 Epoch 68 	 Loss 0.03715737536549568
2021-04-20 11:35:05,769 Epoch 69 	 Loss 0.03724767026174199
2021-04-20 11:35:47,112 Epoch 70 	 Loss 0.03710215436397018
2021-04-20 11:36:28,454 Epoch 71 	 Loss 0.03699129308154295
2021-04-20 11:37:09,796 Epoch 72 	 Loss 0.03686281559722764
2021-04-20 11:37:51,116 Epoch 73 	 Loss 0.03687323801792585
2021-04-20 11:38:32,466 Epoch 74 	 Loss 0.036815837189391416
2021-04-20 11:39:13,816 Epoch 75 	 Loss 0.03674490569712042
2021-04-20 11:39:55,103 Epoch 76 	 Loss 0.03677666007162451
2021-04-20 11:40:36,452 Epoch 77 	 Loss 0.03673404049906102
2021-04-20 11:41:17,769 Epoch 78 	 Loss 0.036638369476729694
2021-04-20 11:41:59,119 Epoch 79 	 Loss 0.03660740695156894
2021-04-20 11:42:40,403 Epoch 80 	 Loss 0.036597496164696555
2021-04-20 11:43:21,746 Epoch 81 	 Loss 0.03655029440319145
2021-04-20 11:44:03,053 Epoch 82 	 Loss 0.036512729803939444
2021-04-20 11:44:44,351 Epoch 83 	 Loss 0.03648636760292472
2021-04-20 11:45:25,662 Epoch 84 	 Loss 0.03648771652644807
2021-04-20 11:46:07,020 Epoch 85 	 Loss 0.03645153630238313
2021-04-20 11:46:48,320 Epoch 86 	 Loss 0.036418802463091336
2021-04-20 11:47:29,657 Epoch 87 	 Loss 0.036424818356613535
2021-04-20 11:48:11,081 Epoch 88 	 Loss 0.03639503011664191
2021-04-20 11:48:52,381 Epoch 89 	 Loss 0.03639158741622181
2021-04-20 11:49:33,720 Epoch 90 	 Loss 0.03635378181934357
2021-04-20 11:50:15,134 Epoch 91 	 Loss 0.03634186269162775
2021-04-20 11:50:56,468 Epoch 92 	 Loss 0.03633982946093266
2021-04-20 11:51:37,858 Epoch 93 	 Loss 0.03634259853880484
2021-04-20 11:52:19,209 Epoch 94 	 Loss 0.03632441588810512
2021-04-20 11:53:00,562 Epoch 95 	 Loss 0.03635627420230226
2021-04-20 11:53:41,920 Epoch 96 	 Loss 0.03632246240318476
2021-04-20 11:54:23,272 Epoch 97 	 Loss 0.036344229274398676
2021-04-20 11:55:04,589 Epoch 98 	 Loss 0.03633402607270649
2021-04-20 11:55:45,922 Epoch 99 	 Loss 0.03633352708849278
2021-04-23 08:31:33,129 Epoch 0 	 Loss 0.6621618087475116
2021-04-23 08:32:14,678 Epoch 1 	 Loss 0.32201294126091423
2021-04-23 08:32:56,213 Epoch 2 	 Loss 0.23213638119645172
2021-04-23 08:33:37,781 Epoch 3 	 Loss 0.18458864731448038
2021-04-23 08:34:19,402 Epoch 4 	 Loss 0.15847081936650223
2021-04-23 08:35:00,980 Epoch 5 	 Loss 0.1557268703376854
2021-04-23 08:35:42,502 Epoch 6 	 Loss 0.13845321994561416
2021-04-23 08:36:24,060 Epoch 7 	 Loss 0.12234869280031749
2021-04-23 08:37:05,624 Epoch 8 	 Loss 0.11685392997422062
2021-04-23 08:37:47,144 Epoch 9 	 Loss 0.10805365557853992
2021-04-23 08:38:28,708 Epoch 10 	 Loss 0.0963172503225096
2021-04-23 08:39:10,278 Epoch 11 	 Loss 0.08510010967870335
2021-04-23 08:39:51,852 Epoch 12 	 Loss 0.08051848321498095
2021-04-23 08:40:33,422 Epoch 13 	 Loss 0.07566619562087479
2021-04-23 08:41:14,971 Epoch 14 	 Loss 0.07096141347518334
2021-04-23 08:41:56,515 Epoch 15 	 Loss 0.06688610550302726
2021-04-23 08:42:38,061 Epoch 16 	 Loss 0.0631164177269726
2021-04-23 08:43:19,586 Epoch 17 	 Loss 0.0613243542611599
2021-04-23 08:44:01,110 Epoch 18 	 Loss 0.0600734548336202
2021-04-23 08:44:42,725 Epoch 19 	 Loss 0.057909392311677826
2021-04-23 08:45:24,260 Epoch 20 	 Loss 0.05644122478398648
2021-04-23 08:46:05,805 Epoch 21 	 Loss 0.055455391837672875
2021-04-23 08:46:47,421 Epoch 22 	 Loss 0.05408547425663078
2021-04-23 08:47:29,024 Epoch 23 	 Loss 0.05562669738799661
2021-04-23 08:48:10,633 Epoch 24 	 Loss 0.11231125866646295
2021-04-23 08:48:52,147 Epoch 25 	 Loss 0.12077550950286152
2021-04-23 08:49:33,719 Epoch 26 	 Loss 0.09394775314645452
2021-04-23 08:50:15,265 Epoch 27 	 Loss 0.0661804582309592
2021-04-23 08:50:56,855 Epoch 28 	 Loss 0.05569657441842687
2021-04-23 08:51:38,374 Epoch 29 	 Loss 0.05087265773461415
